JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit,0,Residual X,Residual Y
2457460.3014,13.07922,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457481.2556,13.07922,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457517.2924,13.254779999999998,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457539.0951,12.20142,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457542.0597,12.20142,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457573.1028,13.07922,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457810.3326,13.34256,,,Vis.,PEX,,153,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457820.3,13.07922,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457841.284,13.254779999999998,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457843.2806,13.254779999999998,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457872.3,13.51812,,,Vis.,PEX,,153,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457873.282,13.34256,,,Vis.,PEX,,153,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457875.2854,13.34256,,,Vis.,PEX,,153,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457880.2743,13.34256,,,Vis.,PEX,,153,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457902.2285,13.254779999999998,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457905.2153,13.254779999999998,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
2457932.0472,13.254779999999998,,,Vis.,PEX,,140,,X15646AVN,,,,Z,,,,2MASS J16472973-1525229,AAVSO,STD,,,,,,934.9911397819204,743.8028396870322
